state,shape,duration (seconds),duration (hours/min),latitude,longitude,Month,Day,Time,Year,City2,county
sc,light,600,10 minute,33.9813889,-81.23638890000001,11,29,19:00,2013,lexington,lexington county
oh,chevron,15,10-15 seconds,40.8813889,-82.6619444,11,29,19:05,2013,shelby,richland county
oh,formation,60,1 minute,40.8813889,-82.6619444,11,29,19:35,2013,shelby,richland county
md,triangle,5,5 seconds,39.2902778,-76.6125,11,29,20:00,2013,baltimore,baltimore city
ri,sphere,1.5,1-1.5 seconds,41.7000000,-71.6833333,11,29,20:00,2013,coventry,kent county
ct,sphere,1200,20 minutes,41.8872222,-71.9625,11,29,20:00,2013,pomfret center,windham county
ma,sphere,10,10 seconds,42.4333333,-71.45,11,29,20:10,2013,maynard,middlesex county
me,fireball,120,2 minutes,44.6780556,-69.9369444,11,29,20:15,2013,mercer,somerset county
ma,light,7,7 seconds,41.7013889,-71.1555556,11,29,20:30,2013,fall river,bristol county
tx,circle,120,120 seconds,29.5375000,-95.1180556,11,29,20:55,2013,webster,harris county
nj,chevron,7,7 seconds,40.8066667,-74.1858333,11,29,22:20,2013,bloomfield,essex county
tn,cylinder,2,2 seconds,35.8027778,-88.77472220000001,11,29,22:29,2013,medina,gibson county
ca,oval,600,10 minutes,38.6172222,-121.32722220000001,11,29,23:00,2013,carmichael,sacramento county
nj,triangle,10,10 seconds,40.8297222,-74.2405556,11,29,23:12,2013,verona,essex county
nj,chevron,7,7 seconds,40.6583333,-74.3,11,29,23:30,2013,cranford,union county
az,chevron,300,5 minutes,34.4838889,-114.32166670000001,11,30,11:35,2013,lake havasu city,mohave county
fl,fireball,180,3 minutes,28.0194444,-82.7719444,11,30,16:00,2013,dunedin,pinellas county
wi,sphere,60,1 minute,44.2800000,-88.31833329999999,11,30,16:40,2013,little chute,outagamie county
ky,disk,1200,20 minutes,37.5311111,-84.6619444,11,30,17:30,2013,stanford,lincoln county
il,oval,7200,2+ hours,42.3636111,-87.8447222,11,30,17:30,2013,waukegan,lake county
ga,changing,15660,4 hours 21 minutes,33.9525000,-84.55,11,30,17:43,2013,marietta,cobb county
nh,sphere,900,15 minutes,42.8744444,-71.18166670000001,11,30,18:00,2013,hampstead,rockingham county
or,rectangle,900,15 minutes,44.9430556,-123.0338889,11,30,18:00,2013,salem,marion county
ok,other,5400,1.5 hours,35.9516667,-95.6505556,11,30,18:06,2013,coweta,wagoner county
ca,fireball,600,10 minutes,37.9975000,-121.7113889,11,30,18:30,2013,oakley,contra costa county
ca,fireball,600,10 minutes,37.9975000,-121.7113889,11,30,18:30,2013,oakley,contra costa county
ga,oval,1200,20 minutes,33.7513889,-84.7477778,11,30,19:00,2013,douglasville,douglas county
oh,light,1800,30 minutes,39.4452778,-83.82861109999999,11,30,19:00,2013,wilmington,clinton county
ia,unknown,120,1.5-2 minutes,42.7491667,-91.67111109999999,11,30,20:00,2013,arlington,fayette county
fl,unknown,480,5-8 minutes,26.9338889,-80.0944444,11,30,20:00,2013,jupiter,palm beach county
az,unknown,240,3-4 minutes,32.2216667,-110.9258333,11,30,20:00,2013,tucson,pima county
or,fireball,90,90 seconds,45.4463889,-122.63805559999999,11,30,20:02,2013,milwaukie,clackamas county
fl,flash,6,4-6 seconds,27.8425000,-82.69972220000001,11,30,20:15,2013,pinellas park,pinellas county
ok,other,120,2 minutes,35.3394444,-97.48638890000001,11,30,20:20,2013,moore,cleveland county
ok,sphere,180,3 minutes,35.4675000,-97.51611109999999,11,30,20:20,2013,oklahoma city,oklahoma county
fl,circle,600,10 minutes,26.7080556,-80.2308333,11,30,20:45,2013,royal palm beach,palm beach county
ky,triangle,180,2-3 minutes,38.2541667,-85.7594444,11,30,20:57,2013,louisville,jefferson county
in,cylinder,10,10 seconds,40.4166667,-86.87527779999999,11,30,21:00,2013,lafayette,tippecanoe county
ny,fireball,180,3 minutes,40.9977778,-72.2930556,11,30,21:10,2013,sag harbor,suffolk county
mt,oval,900,15 minutes,46.8722222,-113.99305559999999,11,30,21:20,2013,missoula,missoula county
ma,fireball,300,5 minutes,42.2611111,-71.46388890000001,11,30,21:30,2013,ashland,middlesex county
wv,fireball,300,5 minutes,39.3880556,-77.8858333,11,30,22:30,2013,kearneysville,jefferson county
nc,sphere,300,3-5 minutes,34.4269444,-77.54638890000001,11,30,22:48,2013,surf city,pender county
mi,circle,120,~2 minutes,42.6055556,-83.15,1,13,00:40,2013,troy,oakland county
oh,sphere,3600,60 minutes,41.1338889,-81.48472220000001,11,3,01:30,2013,cuyahoga falls,summit county
tn,light,480,6-8 minutes,35.7883333,-83.55444440000001,11,3,02:15,2013,pigeon forge,sevier county
fl,cylinder,180,3 minutes,28.5380556,-81.3794444,11,3,05:30,2013,orlando,orange county
wa,light,5,5 seconds,47.1772222,-122.1852778,11,3,06:30,2013,bonney lake,pierce county
tx,circle,600,10 minutes,29.7944444,-98.7316667,11,3,06:35,2013,boerne,kendall county
tn,circle,600,10 minutes,36.0533333,-87.3125,11,3,07:45,2013,burns,dickson county
wa,formation,480,hours,47.0344444,-122.8219444,11,3,16:30,2013,lacey,thurston county
ct,triangle,3600,1 hour,41.1411111,-73.2641667,11,3,17:00,2013,fairfield,fairfield county
vt,light,180,3 minutes,43.5883333,-72.65638890000001,11,3,18:15,2013,bridgewater corners,windsor county
mo,other,180,~3 minutes,37.3822222,-89.6661111,1,13,18:15,2013,jackson,cape girardeau county
nh,light,3600,1 hour,43.1144444,-71.10027779999999,11,3,18:15,2013,nottingham,rockingham county
tx,fireball,30,30 seconds,35.5361111,-100.9594444,11,3,18:25,2013,pampa,gray county
fl,fireball,120,2 minutes,27.9472222,-82.45861109999998,11,3,18:40,2013,tampa,hillsborough county
mi,light,300,>5 minutes,42.9133333,-85.70527779999999,11,3,18:41,2013,wyoming,kent county
oh,fireball,120,couple mind,41.4047222,-81.7230556,11,3,18:50,2013,parma,cuyahoga county
me,rectangle,3600,1 hour,44.2238889,-68.6780556,11,3,19:00,2013,deer isle,hancock county
al,light,120,2 minutes,34.7302778,-86.5861111,11,3,19:00,2013,huntsville,madison county
or,triangle,120,2 minutes,42.3266667,-122.87444440000002,11,3,19:00,2013,medford,jackson county
ny,light,14400,3-4 hours,43.0638889,-77.23361109999999,11,3,19:00,2013,palmyra,wayne county
tn,circle,420,7 minutes,35.6666667,-84.6647222,11,3,19:30,2013,ten mile,meigs county
nc,triangle,900,15 minutes,35.5363889,-82.6930556,1,13,20:00,2013,candler,buncombe county
az,changing,1200,20 minutes,35.1980556,-111.65055559999999,11,3,20:00,2013,flagstaff,coconino county
va,triangle,300,5 minutes,37.0297222,-76.3455556,1,13,20:00,2013,hampton,hampton city
wv,cross,600,5-10 minutes,38.4191667,-82.4452778,11,3,20:00,2013,huntington,cabell county
wi,triangle,20,10-20 seconds,43.9786111,-90.5038889,11,3,20:00,2013,tomah,monroe county
co,chevron,7,7 seconds,39.6133333,-105.0161111,11,3,20:10,2013,littleton,arapahoe county
fl,fireball,180,3 minutes,28.1486111,-80.5886111,1,13,20:30,2013,indian harbour beach,brevard county
tx,sphere,300,5 minutes,29.7233333,-98.9355556,11,3,20:55,2013,pipe creek,bandera county
md,circle,5,5 seconds,39.4436111,-77.545,11,3,21:00,2013,middletown,frederick county
ca,light,300,5 minutes,37.8044444,-122.2697222,1,13,22:00,2013,oakland,alameda county
ct,rectangle,5400,90 minutes,41.1669444,-73.20527779999999,11,3,22:07,2013,bridgeport,fairfield county
va,light,120,2 minutes,38.9180556,-78.1947222,11,3,22:23,2013,front royal,warren county
wi,triangle,7200,2 hours,43.0388889,-87.90638890000001,1,14,00:00,2013,milwaukee,milwaukee county
ca,light,2,2 seconds,33.7825000,-117.2277778,1,14,00:12,2013,perris,riverside county
pa,light,600,5-10 minutes,40.7519444,-80.3194444,11,4,06:15,2013,beaver falls,beaver county
ca,sphere,300,5 minutes,34.1063889,-117.59222220000001,1,14,07:00,2013,rancho cucamonga,san bernardino county
nc,circle,180,2-3 minutes,35.9938889,-78.8988889,11,4,12:30,2013,durham,durham county
ct,oval,120,2 minutes,41.6738889,-73.0736111,1,14,14:00,2013,thomaston,litchfield county
ri,light,120,2 minutes,41.9555556,-71.70277779999999,1,14,17:00,2013,pascoag,providence county
mn,other,3600,1 hour,44.9800000,-93.26361109999999,11,4,17:30,2013,minneapolis,hennepin county
az,fireball,3600,1 hour,33.5091667,-111.89833329999999,1,14,18:00,2013,scottsdale,maricopa county
il,other,90,1.5 minutes,42.3636111,-87.8447222,1,14,18:00,2013,waukegan,lake county
ms,unknown,300,4-5 minutes,32.2986111,-90.18472220000001,11,4,18:03,2013,jackson,hinds county
mi,triangle,600,10 minutes,42.5972222,-82.8780556,11,4,19:00,2013,mount clemens,macomb county
oh,light,20,20 seconds,39.0275000,-83.91972220000001,11,4,19:00,2013,mt. orab,brown county
ca,circle,30,30 seconds,38.2972222,-122.28444440000001,11,4,19:00,2013,napa,napa county
ca,changing,1800,30+ minutes,37.8044444,-122.2697222,11,4,19:00,2013,west oakland,alameda county
nc,unknown,240,3-4 minutes,34.4900000,-77.4319444,11,4,19:54,2013,north topsail beach,onslow county
nm,light,60,<1 minute,35.0844444,-106.65055559999999,11,4,20:00,2013,albuquerque,bernalillo county
az,light,1800,30:00,33.0580556,-112.04694440000002,1,14,20:00,2013,maricopa,pinal county
ut,circle,1800,30 minutes,40.7608333,-111.89027779999999,11,4,20:00,2013,salt lake city,salt lake county
ca,unknown,480,8 minutes,33.1191667,-117.08555559999999,11,4,20:04,2013,escondido,san diego county
ca,triangle,360,5-6 minutes,38.9583333,-122.62527779999999,11,4,20:09,2013,clearlake,lake county
me,light,30,30 seconds,44.1002778,-70.2152778,1,14,20:10,2013,lewiston,androscoggin county
tn,changing,7200,2 hours,36.5297222,-87.3594444,11,4,20:15,2013,clarksville,montgomery county
tn,cigar,300,5 minutes,36.5297222,-87.3594444,11,4,20:30,2013,clarksville,montgomery county
oh,oval,20,20 seconds,40.3933333,-82.4858333,11,4,20:45,2013,mt. vernon,knox county
mi,circle,600,10 minutes,43.2341667,-86.2483333,1,14,21:39,2013,muskegon,muskegon county
ny,other,120,minutes,42.7797222,-73.84611109999999,11,4,21:50,2013,niskayuna,schenectady county
mn,light,120,2 minutes,46.7833333,-92.10638890000001,11,4,22:00,2013,duluth,st. louis county
fl,triangle,2,seconds,25.0861111,-80.4475,11,4,22:00,2013,key largo,monroe county
sc,cigar,300,5 minutes,34.0005556,-81.035,11,4,22:00,2013,west columbia,lexington county
fl,triangle,900,15 minutes,27.9655556,-82.80027779999999,11,4,22:25,2013,clearwater,pinellas county
ma,light,420,5-7 minutes,41.8650000,-69.9916667,1,14,22:25,2013,north eastham,barnstable county
nc,triangle,180,3 minutes,35.7719444,-78.63888890000001,11,4,23:00,2013,raleigh,wake county
ny,unknown,1200,20 minutes,41.0388889,-73.8655556,1,15,02:20,2013,irvington,westchester county
wa,fireball,2,2 seconds,47.0380556,-122.89944440000001,1,15,05:30,2013,olympia,thurston county
hi,flash,3,3 seconds,20.8783333,-156.6825,11,5,06:20,2013,lahaina,maui county
ia,triangle,300,5 minutes,42.4975000,-94.1677778,1,15,07:00,2013,fort dodge,webster county
ga,cigar,300,5 minutes,33.4708333,-81.975,11,5,07:15,2013,augusta,richmond county
sc,light,30,30 seconds,34.0561111,-78.8905556,1,15,09:35,2013,loris,horry county
ma,circle,10,10 seconds,42.3369444,-71.2097222,11,5,15:50,2013,newton,middlesex county
oh,circle,300,5 minutes,40.7583333,-82.5155556,1,15,17:00,2013,mansfield,richland county
la,circle,15,15 seconds,30.4288889,-90.54861109999999,11,5,17:00,2013,springfield,livingston parish
tx,sphere,15,15 seconds,29.7630556,-95.3630556,11,5,17:30,2013,houston,harris county
ak,disk,120,2 minutes,61.5813889,-149.4394444,11,5,18:05,2013,wasilla,matanuska-susitna
sc,other,60,1 minute,34.0561111,-78.8905556,1,15,18:30,2013,loris,horry county
pa,circle,180,3 minutes,40.2413889,-75.2841667,11,5,18:45,2013,lansdale,montgomery county
az,fireball,60,1 minute,34.2541667,-110.02916670000002,11,5,18:45,2013,show low,navajo county
or,fireball,20,20 seconds,42.4391667,-123.32722220000001,11,5,19:00,2013,grants pass,josephine county
or,cylinder,240,4 minutes,44.9902778,-123.025,11,5,19:15,2013,keizer,marion county
ca,triangle,12,10-12 seconds,38.1041667,-122.25555559999998,11,5,19:22,2013,vallejo,solano county
az,light,3600,1 hour,33.4483333,-112.07333329999999,1,15,19:30,2013,phoenix,maricopa county
az,light,300,5 minutes,32.4366667,-111.2247222,1,15,20:00,2013,marana,pima county
tx,unknown,600,~10 minutes,29.4238889,-98.4933333,1,15,20:15,2013,san antonio,bexar county
az,other,15,15 seconds,33.5091667,-111.89833329999999,11,5,20:15,2013,scottsdale,maricopa county
oh,fireball,180,3 minutes,41.1383333,-81.8638889,11,5,20:20,2013,medina,medina county
pa,circle,120,2 minutes,40.1744444,-74.9230556,11,5,21:10,2013,langhorne,bucks county
ar,triangle,1300,21:40,34.9569444,-92.4272222,11,5,21:28,2013,mayflower,faulkner county
fl,fireball,600,10 minutes,30.1763889,-85.8055556,11,5,21:30,2013,panama city beach,bay county
wv,oval,60,1 minute,38.3497222,-81.6327778,11,5,22:15,2013,charleston,kanawha county
pa,other,480,8 minutes,42.1291667,-80.0852778,11,5,23:00,2013,erie,erie county
oh,triangle,7200,2 hours,41.1563889,-80.5694444,11,5,23:30,2013,hubbard,trumbull county
al,cylinder,600,10 minutes,30.5452778,-87.7516667,11,5,24:00,2013,silverhill,baldwin county
ok,cigar,180,3 minutes,35.3394444,-97.48638890000001,11,6,01:00,2013,moore,cleveland county
il,unknown,1200,15-20 minutes,38.7291667,-89.88305559999999,1,16,01:30,2013,troy,madison county
ca,light,10,10 seconds,33.9791667,-118.03194440000001,11,6,05:10,2013,whittier,los angeles county
ca,disk,1800,30 minutes,34.0522222,-118.2427778,11,6,06:05,2013,los angeles,los angeles county
az,circle,600,5-10 minutes,32.9777778,-111.51694440000001,1,16,07:50,2013,coolidge,pinal county
fl,triangle,900,10-15 minutes,29.8944444,-81.3147222,1,16,09:50,2013,st. augustine,st. johns county
ca,formation,3600,1 hour,33.2888889,-117.2247222,11,6,10:00,2013,bonsall,san diego county
va,fireball,900,15 minutes,38.9011111,-77.2655556,11,6,17:10,2013,vienna,fairfax county
al,circle,10,10 seconds,31.2230556,-85.3905556,11,6,19:30,2013,dothan,houston county
ca,flash,4,4 seconds,33.7358333,-118.2913889,11,6,19:30,2013,san pedro,los angeles county
al,sphere,120,2 minutes,33.1213889,-85.5663889,11,6,19:30,2013,wadley,randolph county
ca,fireball,20,20 seconds,32.7152778,-117.1563889,11,6,19:50,2013,san diego county,san diego county
ca,light,3,3 seconds,33.7125000,-115.4013889,11,6,20:00,2013,desert center,riverside county
wa,light,3600,1+ hour,47.0980556,-122.20305559999998,1,16,20:04,2013,orting,pierce county
tx,light,30,30 seconds,31.4636111,-100.4366667,11,6,20:05,2013,san angelo,tom green county
nj,disk,1800,>30 minutes,40.8041667,-74.0125,11,6,20:20,2013,north bergen,hudson county
va,circle,4140,~69 minutes,38.9980556,-77.2886111,11,6,20:36,2013,great falls,fairfax county
ca,flash,10,10 seconds,34.4208333,-119.69722220000001,11,6,21:49,2013,santa barbara,santa barbara county
fl,diamond,180,2-3 minutes,26.9338889,-80.0944444,11,6,22:00,2013,jupiter,palm beach county
tx,unknown,10,10 seconds,33.0197222,-96.6986111,11,6,22:26,2013,plano,collin county
or,chevron,600,10 mintues,46.1880556,-123.83,1,16,23:20,2013,astoria,clatsop county
tx,formation,10,10 seconds,29.7630556,-95.3630556,11,7,00:45,2013,houston,harris county
wy,chevron,3,2-3 seconds,42.8666667,-106.3125,11,7,01:45,2013,casper,natrona county
or,light,5,5 seconds,45.7202778,-123.89277779999999,1,17,06:30,2013,nehalem,tillamook county
nj,unknown,2,a few seconds,40.9402778,-74.1322222,11,7,16:26,2013,fair lawn,bergen county
va,circle,30,30+ seconds,38.7041667,-77.2280556,11,7,16:52,2013,lorton,fairfax county
tx,circle,120,2 minutes,30.2669444,-97.7427778,1,17,18:00,2013,austin,travis county
va,triangle,5,5 seconds,38.8822222,-77.17138890000001,11,7,18:30,2013,falls church,falls church city
sc,diamond,1200,20 minutes,32.9808333,-80.03277779999999,11,7,18:30,2013,goose creek,berkeley county
al,light,60,~1 minute,30.6941667,-88.0430556,11,7,18:30,2013,mobile,mobile county
tx,light,300,5 minutes,28.9538889,-95.3594444,11,7,19:45,2013,freeport,brazoria county
mt,circle,600,10 minutes,48.1958333,-114.31194440000002,1,17,20:00,2013,kalispell,flathead county
nh,triangle,60,1 minute,42.8650000,-71.3744444,11,7,20:00,2013,londonderry,rockingham county
va,light,1500,25 minute,39.1855556,-78.1636111,1,17,20:00,2013,winchester,winchester city
fl,fireball,5,3-5 seconds,26.9758333,-82.0908333,1,17,20:15,2013,port charlotte,charlotte county
pa,triangle,300,5 minutes,40.2330556,-76.1375,1,17,21:45,2013,denver,lancaster county
mn,formation,900,15 minutes,44.9800000,-93.26361109999999,1,17,21:45,2013,minneapolis,hennepin county
co,sphere,10,5-10 seconds,40.1672222,-105.1013889,11,7,21:47,2013,longmont,boulder county
hi,fireball,120,2 minutes,21.8763889,-159.4538889,11,7,22:00,2013,poipu,kauai county
ar,chevron,10,10 seconds,36.1866667,-94.12861109999999,11,7,22:30,2013,springdale,washington county
ar,light,7200,2+ hours,36.2830556,-92.4938889,11,7,23:00,2013,gassville,baxter county
ny,cigar,7200,1-2 hours,41.8266667,-74.1266667,1,17,23:00,2013,high falls,ulster county
tx,fireball,2,seconds,29.5633333,-95.2858333,1,17,23:00,2013,pearland,brazoria county
oh,circle,120,1-2 minutes,40.0991667,-83.1141667,1,17,23:11,2013,dublin,franklin county
il,fireball,1,~1 seconds,42.3636111,-87.8447222,1,18,00:30,2013,waukegan,lake county
oh,light,180,3 minutes,41.2975000,-82.6055556,1,18,05:30,2013,milan,erie county
fl,fireball,4,4 seconds,27.8533333,-82.3827778,11,8,10:56,2013,gibsonton,hillsborough county
nc,circle,180,2-3 minutes,35.9938889,-78.8988889,1,18,16:00,2013,durham,durham county
va,light,14400,4 hours,37.2708333,-79.9416667,11,8,17:00,2013,roanoke,roanoke city
va,cigar,30,30 seconds,38.8302778,-77.19666670000001,1,18,17:45,2013,annandale,fairfax county
ga,light,360,6 minutes,33.8125000,-84.6344444,11,8,19:00,2013,austell,cobb county
il,light,2700,45 minutes,38.9908333,-88.1625,11,8,19:00,2013,newton,jasper county
wi,rectangle,60,1 minute,43.0805556,-88.2611111,11,8,19:30,2013,pewaukee,waukesha county
tx,triangle,1080,18 minutes,30.0969444,-95.61583329999999,11,8,20:20,2013,tomball,harris county
pa,sphere,86400,all night/sometimes day,40.5813889,-79.5666667,11,8,21:00,2013,apollo,armstrong county
md,light,120,1-2 minutes,39.3638889,-76.4525,11,8,21:15,2013,nottingham,baltimore county
pa,rectangle,300,5 minutes,40.1302778,-75.51527779999999,11,8,21:45,2013,phoenixville,chester county
ca,light,1800,30 minutes,38.0050000,-121.8047222,11,8,22:00,2013,antioch,contra costa county
nc,circle,360,6 minutes,35.2269444,-80.8433333,11,8,22:00,2013,charlotte,mecklenburg county
mi,light,600,5-10 minutes,42.4775000,-83.0277778,11,8,22:00,2013,warren,macomb county
nm,disk,120,2 minutes,36.0222222,-106.95777779999999,11,8,24:00,2013,cuba,sandoval county
tx,cross,300,5 minutes,32.7355556,-97.1077778,11,9,00:00,2013,arlington,tarrant county
ks,circle,8,5-8 seconds,37.3402778,-95.2608333,1,19,03:27,2013,parsons,labette county
ok,light,2700,45 minutes,36.1155556,-97.0580556,11,9,09:08,2013,stillwater,payne county
wi,circle,180,3 minutes,44.1752778,-87.6491667,11,9,09:15,2013,shoto,manitowoc county
ca,cylinder,30,30 seconds,34.0194444,-118.49027779999999,11,9,09:45,2013,santa monica,los angeles county
fl,unknown,660,11:00,27.9655556,-82.80027779999999,11,9,10:20,2013,clearwater,pinellas county
co,other,120,~2 minutes,40.0150000,-105.27,1,19,14:15,2013,boulder,boulder county
co,disk,10,10 seconds,39.7391667,-104.98416670000002,1,19,15:00,2013,denver,denver county
oh,other,180,2-3 minutes,41.4994444,-81.69555559999999,11,9,17:10,2013,cleveland,cuyahoga county
ny,fireball,600,10 minutes,40.7325000,-73.4458333,11,9,18:00,2013,farmingdale,nassau county
ga,unknown,300,5 minutes,33.8941667,-83.9558333,1,19,18:43,2013,grayson,gwinnett county
hi,light,7200,2 hours,19.9430556,-155.7902778,11,9,19:00,2013,waikoloa,hawaii county
in,fireball,1200,20 minutes,39.9080556,-85.92277779999999,11,9,19:15,2013,mccordsville,hancock county
nc,light,180,3 minutes,36.3955556,-80.72277779999999,11,9,19:40,2013,dobson,surry county
az,formation,600,~10 minutes,33.4222222,-111.8219444,11,9,19:40,2013,mesa,maricopa county
fl,light,600,10 minutes,28.8355556,-82.3305556,11,9,19:44,2013,inverness,citrus county
ct,light,600,10 minutes,41.8975000,-71.9630556,11,9,19:48,2013,pomfret,windham county
fl,light,600,10 minutes,28.8355556,-82.3305556,11,9,19:50,2013,inverness,citrus county
mo,sphere,10,~10 seconds,38.5725000,-90.8819444,1,19,20:15,2013,augusta,st. charles county
ks,fireball,300,~5 minutes,38.9822222,-94.6705556,11,9,20:40,2013,overland park,johnson county
pa,formation,1800,30 minutes,40.6300000,-79.9697222,11,9,20:45,2013,gibsonia,allegheny county
ct,light,10,10 seconds,41.2794444,-72.8155556,1,19,21:00,2013,branford,new haven county
ak,fireball,120,2 minutes,64.8377778,-147.7163889,1,19,21:00,2013,fairbanks,fairbanks north star
ne,chevron,10,10 seconds,41.2052778,-96.04222220000001,11,9,21:00,2013,ralston,douglas county
md,sphere,900,15 minutes,39.0702778,-76.5455556,11,9,21:00,2013,severna park,anne arundel county
ks,fireball,300,5 minutes,39.3111111,-94.92222220000001,11,9,21:20,2013,leavenworth,leavenworth county
ut,fireball,180,3 minutes,40.3141667,-112.0061111,1,19,22:00,2013,eagle mountain,utah county
nc,light,5,3-5 seconds,35.2922222,-81.5358333,1,19,22:00,2013,shelby,cleveland county
wa,oval,900,10-15 minutes,45.6388889,-122.66027779999999,11,9,23:05,2013,vancouver,clark county
fl,circle,900,15 minutes,26.0966667,-80.1275,1,20,15:00,2013,port everglades,broward county
az,circle,20,20 seconds,33.4483333,-112.07333329999999,1,20,16:00,2013,phoenix,maricopa county
ks,other,900,15 minutes,38.9716667,-95.235,1,20,18:50,2013,lawrence,douglas county
fl,fireball,300,5 minutes,28.1486111,-80.5886111,1,20,19:00,2013,indian harbour beach,brevard county
al,circle,600,10 minutes,31.0000000,-87.2608333,1,20,21:00,2013,flomaton,escambia county
va,light,180,3 minutes,38.8822222,-77.17138890000001,1,20,21:25,2013,falls church,falls church city
ca,cone,1800,22:00-22:30,34.0522222,-118.2427778,1,20,22:00,2013,los angeles,los angeles county
ga,circle,4,4 seconds,33.5336111,-82.13083329999999,12,10,08:50,2013,evans,columbia county
tn,light,3600,1 hour,35.7511111,-86.93,12,10,17:00,2013,spring hill,maury county
la,light,1800,20-30 minutes,29.9744444,-92.13416670000001,12,10,18:00,2013,abbeville,vermilion parish
ct,oval,10,10 seconds,41.1669444,-73.20527779999999,12,10,18:00,2013,bridgeport,fairfield county
mi,sphere,4,4 seconds,42.6566667,-83.7530556,12,10,18:00,2013,hartland,livingston county
ga,unknown,120,1-2 minutes,33.4502778,-82.1983333,12,10,18:30,2013,grovetown,columbia county
ok,triangle,180,3 minutes,34.6086111,-98.39,12,10,18:30,2013,lawton,comanche county
az,rectangle,15,15 seconds,33.4483333,-112.07333329999999,12,10,19:08,2013,phoenix,maricopa county
va,fireball,240,4 minutes,37.2386111,-76.51,12,10,19:55,2013,yorktown,york county
mo,light,180,3 minutes,38.8119444,-94.5316667,12,10,20:00,2013,belton,cass county
mo,sphere,240,2-4 minutes,38.8119444,-94.5316667,12,10,20:00,2013,belton,cass county
ks,light,30,~30 seconds,38.9822222,-94.6705556,12,10,20:00,2013,overland park,johnson county
fl,light,60,~1 minute,28.5380556,-81.3794444,12,10,20:05,2013,orlando,orange county
az,light,600,10 minutes,33.4352778,-112.3575,12,10,21:00,2013,goodyear,maricopa county
mn,circle,600,hour,47.3069444,-92.6030556,12,10,22:00,2013,zim,st. louis county
la,light,300,5 minutes,29.9838889,-90.1527778,12,10,22:20,2013,metairie,jefferson parish
ak,unknown,14,7-14 seconds,64.8377778,-147.7163889,12,10,23:15,2013,fairbanks,fairbanks north star
ak,light,180,3 minutes,61.2180556,-149.90027780000003,12,10,23:50,2013,anchorage,anchorage
mn,diamond,900,15 minutes,47.4736111,-94.88,12,11,03:00,2013,bemidji,beltrami county
ak,fireball,2,2 seconds,61.2180556,-149.90027780000003,12,11,08:25,2013,anchorage,anchorage
ca,other,180,2-3 minutes,33.9166667,-117.89916670000001,12,11,16:45,2013,brea,orange county
wi,formation,30,30 seconds,43.2505556,-89.50138890000001,12,11,16:45,2013,dane,dane county
nv,oval,1800,30+ minutes,39.5297222,-119.81277779999999,12,11,16:50,2013,reno,washoe county
nh,formation,60,1 minute,43.6852778,-71.1172222,12,11,16:54,2013,west ossipee,carroll county
nh,formation,180,3 minutes,43.8788889,-71.22027779999999,12,11,17:00,2013,chocorua,carroll county
wi,light,120,2 minutes,42.8666667,-88.33333329999999,12,11,17:30,2013,mukwonago,waukesha county
wi,teardrop,900,15 minutes,44.1916667,-88.62388890000001,12,11,17:45,2013,larsen,winnebago county
mi,cylinder,4,4 seconds,42.5466667,-83.2113889,12,11,18:00,2013,birmingham,oakland county
wy,chevron,10,~10 seconds,44.7538889,-108.75666670000001,12,11,18:25,2013,powell,park county
ok,other,5400,90 minutes,35.6527778,-97.4777778,12,11,19:00,2013,edmond,oklahoma county
ca,oval,90,1:30,34.0900000,-117.88944440000002,12,11,20:29,2013,covina,los angeles county
ct,fireball,45,45 seconds,41.7636111,-72.6855556,1,21,00:00,2013,hartford,hartford county
ny,light,2.5,2.5 seconds,42.8141667,-73.94,1,21,00:00,2013,schenectady,schenectady county
md,circle,20,20 seconds,39.0319444,-76.5030556,12,1,02:25,2013,arnold,anne arundel county
ks,rectangle,300,5 minutes,37.6922222,-97.33722220000001,12,1,04:30,2013,wichita,sedgwick county
ga,fireball,15,15 seconds,33.7488889,-84.3880556,1,21,05:20,2013,atlanta,fulton county
al,changing,600,10 minutes,34.5369444,-86.3944444,1,21,16:50,2013,new hope,madison county
va,diamond,1200,20 minutes,37.5058333,-77.64944440000001,12,1,17:45,2013,midlothian,chesterfield county
pa,fireball,60,1 minute,41.4538889,-75.38305559999999,12,1,18:00,2013,lake ariel,wayne county
ca,light,10,10 seconds,34.1511111,-118.44833329999999,12,1,18:30,2013,sherman oaks,los angeles county
in,unknown,600,10 minutes,39.7683333,-86.1580556,12,1,19:00,2013,indianapolis,marion county
ok,circle,600,5-10 minutes,35.4675000,-97.51611109999999,12,1,19:37,2013,oklahoma city,oklahoma county
tx,sphere,60,1 minute,27.8002778,-97.39611109999998,12,1,20:00,2013,corpus christi,nueces county
pa,changing,60,1 minute,40.3641667,-74.9516667,12,1,20:00,2013,new hope,bucks county
co,other,5,5 seconds,38.2544444,-104.60861109999999,12,1,20:00,2013,pueblo,pueblo county
ok,formation,120,1/2 minutes,35.3394444,-97.48638890000001,12,1,20:15,2013,moore,cleveland county
de,circle,600,10 minutes,39.6619444,-75.5666667,1,21,21:00,2013,new castle,new castle county
wa,light,10800,2-3 hours,48.7597222,-122.48694440000001,12,1,22:00,2013,bellingham,whatcom county
mi,flash,2,2 seconds,42.5222222,-83.3061111,12,1,22:10,2013,franklin,oakland county
mt,circle,30,30 seconds,47.5002778,-111.3,12,1,23:45,2013,great falls,cascade county
