state,shape,duration (seconds),duration (hours/min),latitude,longitude,Month,Day,Time,Year,City2,county,Unemployment_rate_2013,Median_Household_Income_2018
fl,fireball,600.0,10 minutes,30.1763889,-85.8055556,11,5,21:30,2013,panama city beach,bay county,7.3,"51,777"
wv,oval,60.0,1 minute,38.3497222,-81.6327778,11,5,22:15,2013,charleston,kanawha county,5.9,"41,926"
pa,other,480.0,8 minutes,42.1291667,-80.0852778,11,5,23:00,2013,erie,erie county,7.4,"48,453"
oh,triangle,7200.0,2 hours,41.1563889,-80.5694444,11,5,23:30,2013,hubbard,trumbull county,9.4,"47,424"
al,cylinder,600.0,10 minutes,30.5452778,-87.7516667,11,5,24:00,2013,silverhill,baldwin county,6.6,"57,588"
ok,cigar,180.0,3 minutes,35.3394444,-97.48638890000001,11,6,01:00,2013,moore,cleveland county,4.3,"62,343"
il,unknown,1200.0,15-20 minutes,38.7291667,-89.88305559999998,1,16,01:30,2013,troy,madison county,8.9,"60,121"
ca,light,10.0,10 seconds,33.9791667,-118.03194440000001,11,6,05:10,2013,whittier,los angeles county,9.8,"67,986"
ca,disk,1800.0,30 minutes,34.0522222,-118.2427778,11,6,06:05,2013,los angeles,los angeles county,9.8,"67,986"
az,circle,600.0,5-10 minutes,32.9777778,-111.51694440000001,1,16,07:50,2013,coolidge,pinal county,8.1,"58,848"
fl,triangle,900.0,10-15 minutes,29.8944444,-81.3147222,1,16,09:50,2013,st. augustine,st. johns county,5.4,"81,925"
ca,formation,3600.0,1 hour,33.2888889,-117.2247222,11,6,10:00,2013,bonsall,san diego county,7.8,"78,777"
va,fireball,900.0,15 minutes,38.9011111,-77.2655556,11,6,17:10,2013,vienna,fairfax county,4.4,"122,035"
al,circle,10.0,10 seconds,31.22305560000001,-85.3905556,11,6,19:30,2013,dothan,houston county,6.9,"47,993"
ca,flash,4.0,4 seconds,33.7358333,-118.2913889,11,6,19:30,2013,san pedro,los angeles county,9.8,"67,986"
al,sphere,120.0,2 minutes,33.1213889,-85.5663889,11,6,19:30,2013,wadley,randolph county,7.8,"40,546"
ca,fireball,20.0,20 seconds,32.7152778,-117.1563889,11,6,19:50,2013,san diego county,san diego county,7.8,"78,777"
ca,light,3.0,3 seconds,33.7125,-115.4013889,11,6,20:00,2013,desert center,riverside county,9.9,"66,793"
wa,light,3600.0,1+ hour,47.0980556,-122.20305559999998,1,16,20:04,2013,orting,pierce county,8.3,"75,022"
tx,light,30.0,30 seconds,31.463611100000005,-100.4366667,11,6,20:05,2013,san angelo,tom green county,5.2,"51,393"
nj,disk,1800.0,>30 minutes,40.8041667,-74.0125,11,6,20:20,2013,north bergen,hudson county,7.9,"73,337"
va,circle,4140.0,~69 minutes,38.9980556,-77.2886111,11,6,20:36,2013,great falls,fairfax county,4.4,"122,035"
ca,flash,10.0,10 seconds,34.4208333,-119.69722220000001,11,6,21:49,2013,santa barbara,santa barbara county,7.2,"75,646"
fl,diamond,180.0,2-3 minutes,26.9338889,-80.0944444,11,6,22:00,2013,jupiter,palm beach county,7.1,"61,735"
tx,unknown,10.0,10 seconds,33.019722200000004,-96.6986111,11,6,22:26,2013,plano,collin county,5.5,"96,936"
or,chevron,600.0,10 mintues,46.18805560000001,-123.83,1,16,23:20,2013,astoria,clatsop county,7.8,"53,806"
tx,formation,10.0,10 seconds,29.763055600000005,-95.3630556,11,7,00:45,2013,houston,harris county,6.1,"60,241"
wy,chevron,3.0,2-3 seconds,42.8666667,-106.3125,11,7,01:45,2013,casper,natrona county,4.5,"64,714"
or,light,5.0,5 seconds,45.7202778,-123.89277779999999,1,17,06:30,2013,nehalem,tillamook county,8.4,"52,486"
nj,unknown,2.0,a few seconds,40.9402778,-74.1322222,11,7,16:26,2013,fair lawn,bergen county,6.7,"100,181"
va,circle,30.0,30+ seconds,38.7041667,-77.2280556,11,7,16:52,2013,lorton,fairfax county,4.4,"122,035"
tx,circle,120.0,2 minutes,30.2669444,-97.7427778,1,17,18:00,2013,austin,travis county,5.0,"76,255"
va,triangle,5.0,5 seconds,38.8822222,-77.17138890000003,11,7,18:30,2013,falls church,falls church city,3.9,"137,551"
sc,diamond,1200.0,20 minutes,32.9808333,-80.03277779999998,11,7,18:30,2013,goose creek,berkeley county,7.0,"62,204"
al,light,60.0,~1 minute,30.6941667,-88.0430556,11,7,18:30,2013,mobile,mobile county,8.5,"43,598"
tx,light,300.0,5 minutes,28.953888899999995,-95.3594444,11,7,19:45,2013,freeport,brazoria county,6.1,"74,225"
mt,circle,600.0,10 minutes,48.1958333,-114.31194440000002,1,17,20:00,2013,kalispell,flathead county,7.7,"54,382"
nh,triangle,60.0,1 minute,42.865,-71.3744444,11,7,20:00,2013,londonderry,rockingham county,5.4,"93,645"
va,light,1500.0,25 minute,39.1855556,-78.1636111,1,17,20:00,2013,winchester,winchester city,5.8,"51,456"
fl,fireball,5.0,3-5 seconds,26.9758333,-82.0908333,1,17,20:15,2013,port charlotte,charlotte county,8.0,"52,724"
pa,triangle,300.0,5 minutes,40.23305560000001,-76.1375,1,17,21:45,2013,denver,lancaster county,6.0,"66,270"
mn,formation,900.0,15 minutes,44.98,-93.26361109999999,1,17,21:45,2013,minneapolis,hennepin county,4.6,"76,067"
co,sphere,10.0,5-10 seconds,40.1672222,-105.1013889,11,7,21:47,2013,longmont,boulder county,5.5,"83,591"
hi,fireball,120.0,2 minutes,21.8763889,-159.4538889,11,7,22:00,2013,poipu,kauai county,5.6,"73,981"
ar,chevron,10.0,10 seconds,36.1866667,-94.12861109999999,11,7,22:30,2013,springdale,washington county,5.4,"50,893"
ar,light,7200.0,2+ hours,36.2830556,-92.4938889,11,7,23:00,2013,gassville,baxter county,8.0,"39,686"
ny,cigar,7200.0,1-2 hours,41.8266667,-74.1266667,1,17,23:00,2013,high falls,ulster county,7.1,"63,073"
tx,fireball,2.0,seconds,29.5633333,-95.2858333,1,17,23:00,2013,pearland,brazoria county,6.1,"74,225"
oh,circle,120.0,1-2 minutes,40.09916670000001,-83.1141667,1,17,23:11,2013,dublin,franklin county,6.4,"60,383"
il,fireball,1.0,~1 seconds,42.3636111,-87.8447222,1,18,00:30,2013,waukegan,lake county,7.9,"87,336"
oh,light,180.0,3 minutes,41.2975,-82.6055556,1,18,05:30,2013,milan,erie county,8.1,"53,135"
fl,fireball,4.0,4 seconds,27.8533333,-82.3827778,11,8,10:56,2013,gibsonton,hillsborough county,6.6,"58,361"
nc,circle,180.0,2-3 minutes,35.99388889999999,-78.8988889,1,18,16:00,2013,durham,durham county,6.3,"59,329"
va,light,14400.0,4 hours,37.2708333,-79.9416667,11,8,17:00,2013,roanoke,roanoke city,6.7,"42,715"
va,cigar,30.0,30 seconds,38.8302778,-77.19666670000002,1,18,17:45,2013,annandale,fairfax county,4.4,"122,035"
ga,light,360.0,6 minutes,33.8125,-84.6344444,11,8,19:00,2013,austell,cobb county,6.7,"78,603"
il,light,2700.0,45 minutes,38.9908333,-88.1625,11,8,19:00,2013,newton,jasper county,7.9,"54,552"
wi,rectangle,60.0,1 minute,43.0805556,-88.2611111,11,8,19:30,2013,pewaukee,waukesha county,5.5,"87,333"
tx,triangle,1080.0,18 minutes,30.096944399999995,-95.61583329999999,11,8,20:20,2013,tomball,harris county,6.1,"60,241"
pa,sphere,86400.0,all night/sometimes day,40.58138889999999,-79.5666667,11,8,21:00,2013,apollo,armstrong county,7.7,"49,436"
md,light,120.0,1-2 minutes,39.3638889,-76.4525,11,8,21:15,2013,nottingham,baltimore county,6.9,"75,836"
pa,rectangle,300.0,5 minutes,40.1302778,-75.51527779999998,11,8,21:45,2013,phoenixville,chester county,5.3,"99,224"
ca,light,1800.0,30 minutes,38.005,-121.8047222,11,8,22:00,2013,antioch,contra costa county,7.5,"101,463"
nc,circle,360.0,6 minutes,35.226944399999994,-80.8433333,11,8,22:00,2013,charlotte,mecklenburg county,7.5,"64,509"
mi,light,600.0,5-10 minutes,42.4775,-83.0277778,11,8,22:00,2013,warren,macomb county,9.5,"62,191"
nm,disk,120.0,2 minutes,36.0222222,-106.95777779999999,11,8,24:00,2013,cuba,sandoval county,7.4,"57,036"
tx,cross,300.0,5 minutes,32.735555600000005,-97.1077778,11,9,00:00,2013,arlington,tarrant county,6.0,"66,059"
ks,circle,8.0,5-8 seconds,37.3402778,-95.2608333,1,19,03:27,2013,parsons,labette county,7.2,"44,571"
ok,light,2700.0,45 minutes,36.11555560000001,-97.0580556,11,9,09:08,2013,stillwater,payne county,4.4,"47,748"
wi,circle,180.0,3 minutes,44.1752778,-87.6491667,11,9,09:15,2013,shoto,manitowoc county,7.4,"56,466"
ca,cylinder,30.0,30 seconds,34.0194444,-118.49027779999999,11,9,09:45,2013,santa monica,los angeles county,9.8,"67,986"
fl,unknown,660.0,11:00,27.965555600000005,-82.80027779999998,11,9,10:20,2013,clearwater,pinellas county,6.6,"52,226"
co,other,120.0,~2 minutes,40.015,-105.27,1,19,14:15,2013,boulder,boulder county,5.5,"83,591"
co,disk,10.0,10 seconds,39.7391667,-104.98416670000002,1,19,15:00,2013,denver,denver county/city,6.6,"68,069"
oh,other,180.0,2-3 minutes,41.4994444,-81.69555559999998,11,9,17:10,2013,cleveland,cuyahoga county,7.0,"50,006"
ny,fireball,600.0,10 minutes,40.7325,-73.4458333,11,9,18:00,2013,farmingdale,nassau county,5.9,"115,301"
ga,unknown,300.0,5 minutes,33.8941667,-83.9558333,1,19,18:43,2013,grayson,gwinnett county,6.9,"72,008"
hi,light,7200.0,2 hours,19.9430556,-155.7902778,11,9,19:00,2013,waikoloa,hawaii county,6.6,"56,383"
in,fireball,1200.0,20 minutes,39.9080556,-85.92277779999998,11,9,19:15,2013,mccordsville,hancock county,6.6,"73,831"
nc,light,180.0,3 minutes,36.3955556,-80.72277779999997,11,9,19:40,2013,dobson,surry county,8.3,"46,342"
az,formation,600.0,~10 minutes,33.4222222,-111.8219444,11,9,19:40,2013,mesa,maricopa county,6.6,"65,234"
fl,light,600.0,10 minutes,28.835555600000006,-82.3305556,11,9,19:44,2013,inverness,citrus county,9.7,"41,556"
ct,light,600.0,10 minutes,41.8975,-71.9630556,11,9,19:48,2013,pomfret,windham county,8.8,"65,182"
fl,light,600.0,10 minutes,28.835555600000006,-82.3305556,11,9,19:50,2013,inverness,citrus county,9.7,"41,556"
mo,sphere,10.0,~10 seconds,38.5725,-90.8819444,1,19,20:15,2013,augusta,st. charles county,5.3,"82,048"
ks,fireball,300.0,~5 minutes,38.9822222,-94.6705556,11,9,20:40,2013,overland park,johnson county,4.3,"87,087"
pa,formation,1800.0,30 minutes,40.63,-79.9697222,11,9,20:45,2013,gibsonia,allegheny county,6.5,"59,881"
ct,light,10.0,10 seconds,41.2794444,-72.8155556,1,19,21:00,2013,branford,new haven county,8.5,"67,720"
ak,fireball,120.0,2 minutes,64.8377778,-147.7163889,1,19,21:00,2013,fairbanks,fairbanks north star borough,5.9,"74,268"
ne,chevron,10.0,10 seconds,41.2052778,-96.04222220000001,11,9,21:00,2013,ralston,douglas county,4.1,"64,580"
md,sphere,900.0,15 minutes,39.0702778,-76.5455556,11,9,21:00,2013,severna park,anne arundel county,5.7,"97,051"
ks,fireball,300.0,5 minutes,39.31111110000001,-94.92222220000001,11,9,21:20,2013,leavenworth,leavenworth county,6.0,"70,807"
ut,fireball,180.0,3 minutes,40.3141667,-112.0061111,1,19,22:00,2013,eagle mountain,utah county,4.2,"75,296"
nc,light,5.0,3-5 seconds,35.2922222,-81.5358333,1,19,22:00,2013,shelby,cleveland county,9.5,"42,728"
wa,oval,900.0,10-15 minutes,45.6388889,-122.66027779999999,11,9,23:05,2013,vancouver,clark county,8.5,"73,971"
fl,circle,900.0,15 minutes,26.0966667,-80.1275,1,20,15:00,2013,port everglades,broward county,6.8,"57,200"
az,circle,20.0,20 seconds,33.4483333,-112.07333329999999,1,20,16:00,2013,phoenix,maricopa county,6.6,"65,234"
ks,other,900.0,15 minutes,38.9716667,-95.235,1,20,18:50,2013,lawrence,douglas county,4.8,"57,120"
fl,fireball,300.0,5 minutes,28.148611100000004,-80.5886111,1,20,19:00,2013,indian harbour beach,brevard county,8.3,"57,612"
al,circle,600.0,10 minutes,31.0,-87.2608333,1,20,21:00,2013,flomaton,escambia county,8.6,"38,418"
va,light,180.0,3 minutes,38.8822222,-77.17138890000003,1,20,21:25,2013,falls church,falls church city,3.9,"137,551"
ca,cone,1800.0,22:00-22:30,34.0522222,-118.2427778,1,20,22:00,2013,los angeles,los angeles county,9.8,"67,986"
ga,circle,4.0,4 seconds,33.5336111,-82.13083329999998,12,10,08:50,2013,evans,columbia county,6.5,"82,184"
tn,light,3600.0,1 hour,35.7511111,-86.93,12,10,17:00,2013,spring hill,maury county,7.1,"57,337"
la,light,1800.0,20-30 minutes,29.9744444,-92.13416670000001,12,10,18:00,2013,abbeville,vermilion parish,5.6,"48,263"
ct,oval,10.0,10 seconds,41.1669444,-73.20527779999998,12,10,18:00,2013,bridgeport,fairfield county,7.3,"91,183"
mi,sphere,4.0,4 seconds,42.6566667,-83.7530556,12,10,18:00,2013,hartland,livingston county,7.4,"84,048"
ga,unknown,120.0,1-2 minutes,33.4502778,-82.1983333,12,10,18:30,2013,grovetown,columbia county,6.5,"82,184"
ok,triangle,180.0,3 minutes,34.608611100000005,-98.39,12,10,18:30,2013,lawton,comanche county,5.8,"51,382"
az,rectangle,15.0,15 seconds,33.4483333,-112.07333329999999,12,10,19:08,2013,phoenix,maricopa county,6.6,"65,234"
va,fireball,240.0,4 minutes,37.2386111,-76.51,12,10,19:55,2013,yorktown,york county,5.4,"86,317"
mo,light,180.0,3 minutes,38.8119444,-94.5316667,12,10,20:00,2013,belton,cass county,6.3,"71,374"
mo,sphere,240.0,2-4 minutes,38.8119444,-94.5316667,12,10,20:00,2013,belton,cass county,6.3,"71,374"
ks,light,30.0,~30 seconds,38.9822222,-94.6705556,12,10,20:00,2013,overland park,johnson county,4.3,"87,087"
fl,light,60.0,~1 minute,28.538055600000003,-81.3794444,12,10,20:05,2013,orlando,orange county,6.8,"58,037"
az,light,600.0,10 minutes,33.4352778,-112.3575,12,10,21:00,2013,goodyear,maricopa county,6.6,"65,234"
mn,circle,600.0,hour,47.3069444,-92.6030556,12,10,22:00,2013,zim,st. louis county,6.1,"53,833"
la,light,300.0,5 minutes,29.9838889,-90.1527778,12,10,22:20,2013,metairie,jefferson parish,6.3,"50,871"
ak,unknown,14.0,7-14 seconds,64.8377778,-147.7163889,12,10,23:15,2013,fairbanks,fairbanks north star borough,5.9,"74,268"
ak,light,180.0,3 minutes,61.2180556,-149.90027780000003,12,10,23:50,2013,anchorage,anchorage borough/municipality,5.2,"82,113"
mn,diamond,900.0,15 minutes,47.47361110000001,-94.88,12,11,03:00,2013,bemidji,beltrami county,6.2,"47,073"
ak,fireball,2.0,2 seconds,61.2180556,-149.90027780000003,12,11,08:25,2013,anchorage,anchorage borough/municipality,5.2,"82,113"
ca,other,180.0,2-3 minutes,33.9166667,-117.89916670000001,12,11,16:45,2013,brea,orange county,6.6,"89,373"
wi,formation,30.0,30 seconds,43.25055560000001,-89.50138890000002,12,11,16:45,2013,dane,dane county,4.7,"71,789"
nv,oval,1800.0,30+ minutes,39.5297222,-119.81277779999999,12,11,16:50,2013,reno,washoe county,9.5,"63,636"
nh,formation,60.0,1 minute,43.6852778,-71.1172222,12,11,16:54,2013,west ossipee,carroll county,4.9,"59,413"
nh,formation,180.0,3 minutes,43.8788889,-71.22027779999998,12,11,17:00,2013,chocorua,carroll county,4.9,"59,413"
wi,light,120.0,2 minutes,42.8666667,-88.33333329999998,12,11,17:30,2013,mukwonago,waukesha county,5.5,"87,333"
wi,teardrop,900.0,15 minutes,44.1916667,-88.62388890000004,12,11,17:45,2013,larsen,winnebago county,6.4,"57,785"
mi,cylinder,4.0,4 seconds,42.5466667,-83.2113889,12,11,18:00,2013,birmingham,oakland county,7.8,"80,319"
wy,chevron,10.0,~10 seconds,44.7538889,-108.75666670000001,12,11,18:25,2013,powell,park county,5.1,"58,873"
ok,other,5400.0,90 minutes,35.6527778,-97.4777778,12,11,19:00,2013,edmond,oklahoma county,4.8,"52,346"
ca,oval,90.0,1:30,34.09,-117.88944440000002,12,11,20:29,2013,covina,los angeles county,9.8,"67,986"
ct,fireball,45.0,45 seconds,41.76361110000001,-72.6855556,1,21,00:00,2013,hartford,hartford county,8.0,"73,037"
ny,light,2.5,2.5 seconds,42.8141667,-73.94,1,21,00:00,2013,schenectady,schenectady county,6.7,"63,297"
md,circle,20.0,20 seconds,39.03194439999999,-76.5030556,12,1,02:25,2013,arnold,anne arundel county,5.7,"97,051"
ks,rectangle,300.0,5 minutes,37.6922222,-97.33722220000001,12,1,04:30,2013,wichita,sedgwick county,6.1,"56,381"
ga,fireball,15.0,15 seconds,33.7488889,-84.3880556,1,21,05:20,2013,atlanta,fulton county,8.1,"70,808"
al,changing,600.0,10 minutes,34.5369444,-86.3944444,1,21,16:50,2013,new hope,madison county,6.3,"63,755"
va,diamond,1200.0,20 minutes,37.5058333,-77.64944440000002,12,1,17:45,2013,midlothian,chesterfield county,5.7,"80,734"
pa,fireball,60.0,1 minute,41.4538889,-75.38305559999998,12,1,18:00,2013,lake ariel,wayne county,7.9,"53,602"
ca,light,10.0,10 seconds,34.1511111,-118.44833329999999,12,1,18:30,2013,sherman oaks,los angeles county,9.8,"67,986"
in,unknown,600.0,10 minutes,39.7683333,-86.1580556,12,1,19:00,2013,indianapolis,marion county,8.5,"48,409"
ok,circle,600.0,5-10 minutes,35.4675,-97.51611109999999,12,1,19:37,2013,oklahoma city,oklahoma county,4.8,"52,346"
tx,sphere,60.0,1 minute,27.8002778,-97.39611109999998,12,1,20:00,2013,corpus christi,nueces county,6.1,"53,034"
pa,changing,60.0,1 minute,40.3641667,-74.9516667,12,1,20:00,2013,new hope,bucks county,6.6,"88,538"
co,other,5.0,5 seconds,38.2544444,-104.60861109999999,12,1,20:00,2013,pueblo,pueblo county,9.8,"48,308"
ok,formation,120.0,1/2 minutes,35.3394444,-97.48638890000001,12,1,20:15,2013,moore,cleveland county,4.3,"62,343"
de,circle,600.0,10 minutes,39.6619444,-75.5666667,1,21,21:00,2013,new castle,new castle county,6.5,"69,562"
wa,light,10800.0,2-3 hours,48.7597222,-122.48694440000001,12,1,22:00,2013,bellingham,whatcom county,7.4,"62,262"
mi,flash,2.0,2 seconds,42.5222222,-83.3061111,12,1,22:10,2013,franklin,oakland county,7.8,"80,319"
mt,circle,30.0,30 seconds,47.5002778,-111.3,12,1,23:45,2013,great falls,cascade county,5.1,"50,054"
md,other,60.0,1 minute,39.2902778,-76.6125,12,12,00:00,2013,baltimore,baltimore city,9.7,"50,501"
or,light,45.0,45 seconds,43.21666670000001,-123.34055559999999,12,12,05:00,2013,roseburg,douglas county,10.6,"47,020"
nc,changing,60.0,1 minute,35.226944399999994,-80.8433333,12,12,06:15,2013,charlotte,mecklenburg county,7.5,"64,509"
ms,light,720.0,12 minutes,31.3463889,-89.26,12,12,07:30,2013,petal,forrest county,8.4,"39,061"
ca,formation,10.0,10 seconds,37.3394444,-121.8938889,12,12,15:45,2013,san jose,santa clara county,6.5,"125,933"
ma,light,60.0,1 minute,41.7,-70.7633333,12,12,16:20,2013,marion,plymouth county,7.0,"89,678"
or,formation,30.0,~30 seconds,43.21666670000001,-123.34055559999999,12,12,17:00,2013,roseburg,douglas county,10.6,"47,020"
co,sphere,180.0,3 minutes,39.7391667,-104.98416670000002,12,12,18:00,2013,denver,denver county/city,6.6,"68,069"
co,rectangle,1200.0,20 minutes,39.7047222,-105.08083329999998,12,12,18:15,2013,lakewood,jefferson county,6.3,"85,550"
co,sphere,240.0,4 minutes,39.92055560000001,-104.86527779999999,12,12,18:25,2013,henderson,adams county,8.1,"70,199"
id,light,180.0,3 minutes,43.6136111,-116.2025,12,12,19:00,2013,boise,ada county,5.2,"66,827"
oh,light,3600.0,1 hour,39.6261111,-84.3694444,12,12,19:00,2013,germantown,montgomery county,8.3,"51,071"
ca,light,3600.0,1 hour,33.7738889,-117.94055559999998,12,12,19:30,2013,garden grove,orange county,6.6,"89,373"
sc,light,60.0,1 minutes,33.1958333,-80.0133333,12,12,19:30,2013,moncks corner,berkeley county,7.0,"62,204"
ga,light,300.0,5 minutes,34.165,-84.8,12,12,19:50,2013,cartersville,bartow county,8.7,"57,409"
ca,circle,5.0,5 seconds,33.685,-117.2722222,12,12,20:00,2013,canyon lake,riverside county,9.9,"66,793"
ga,fireball,240.0,3-4 minutes,33.41305560000001,-82.3852778,12,12,20:30,2013,dearing,mcduffie county,11.3,"42,768"
wi,unknown,900.0,15 minutes,43.0388889,-87.90638890000002,12,12,21:00,2013,milwaukee,milwaukee county,8.4,"49,771"
ga,light,1200.0,20 minutes,33.4502778,-82.1983333,12,12,22:30,2013,grovetown,columbia county,6.5,"82,184"
ak,flash,3.0,2-3 seconds,64.7511111,-147.3494444,12,12,22:30,2013,north pole,fairbanks north star borough,5.9,"74,268"
co,sphere,180.0,3 minutes,39.7391667,-104.98416670000002,12,12,24:00,2013,denver,denver county/city,6.6,"68,069"
ga,fireball,180.0,3 minutes,34.0658333,-84.6769444,12,13,00:15,2013,acworth,cobb county,6.7,"78,603"
wv,circle,180.0,3 minutes,37.36611110000001,-81.1027778,12,13,03:30,2013,princeton,mercer county,7.7,"37,860"
ok,triangle,300.0,5 minutes,35.6527778,-97.4777778,12,13,05:15,2013,edmond,oklahoma county,4.8,"52,346"
ct,cigar,45.0,45 seconds,41.53805560000001,-72.8075,12,13,05:45,2013,meriden,new haven county,8.5,"67,720"
il,light,120.0,1-2 minutes,38.6825,-90.1569444,12,13,06:40,2013,madison,madison county,8.9,"60,121"
ny,diamond,300.0,5 minutes,41.1327778,-73.7930556,12,13,16:00,2013,pleasantville,westchester county,6.3,"94,521"
ma,circle,45.0,45 seconds,42.6158333,-70.6625,12,13,17:30,2013,gloucester,essex county,7.0,"76,373"
ma,circle,30.0,30 seconds,42.5063889,-71.0733333,12,13,17:30,2013,wakefield,middlesex county,5.5,"100,374"
vt,unknown,60.0,1 minute,43.9075,-72.14388890000002,12,13,17:45,2013,fairlee,orange county,4.1,"62,300"
ca,light,180.0,3 minutes,37.7058333,-122.46083329999999,12,13,17:50,2013,daly city,san mateo county,5.3,"122,930"
ma,circle,1800.0,30 minutes,42.0805556,-70.93611109999998,12,13,18:10,2013,whitman,plymouth county,7.0,"89,678"
co,light,600.0,10 minutes,39.7047222,-105.08083329999998,12,13,18:30,2013,lakewood,jefferson county,6.3,"85,550"
fl,light,5.0,5 seconds,28.6647222,-82.1130556,12,13,19:00,2013,bushnell,sumter county,9.3,"55,324"
vt,fireball,300.0,5 minutes,44.4288889,-71.8905556,12,13,19:00,2013,concord,essex county,6.8,"43,671"
fl,sphere,1.0,second,27.9091667,-82.7875,12,13,19:00,2013,largo,pinellas county,6.6,"52,226"
fl,light,30.0,30 seconds,28.0777778,-82.76388890000001,12,13,19:00,2013,palm harbor,pinellas county,6.6,"52,226"
fl,fireball,60.0,1 minute,27.770555600000005,-82.67944440000002,12,13,19:00,2013,saint petersburg,pinellas county,6.6,"52,226"
fl,light,15.0,15 seconds,28.0777778,-82.76388890000001,12,13,19:08,2013,palm harbor,pinellas county,6.6,"52,226"
fl,light,15.0,12-15 seconds,26.1416667,-81.795,12,13,19:20,2013,naples,collier county,7.1,"70,649"
fl,triangle,2.0,few seconds,29.8944444,-81.3147222,12,13,19:30,2013,st. augustine,st. johns county,5.4,"81,925"
co,fireball,60.0,1 minute,40.1672222,-105.1013889,12,13,19:31,2013,longmont,boulder county,5.5,"83,591"
ca,diamond,600.0,10 minutes,37.775,-122.41833329999999,12,13,19:45,2013,san francisco,san francisco county/city,5.5,"110,601"
co,fireball,300.0,5 minutes,40.1672222,-105.1013889,12,13,19:59,2013,longmont,boulder county,5.5,"83,591"
mn,light,900.0,15 minutes,47.47361110000001,-94.88,12,13,20:00,2013,bemidji,beltrami county,6.2,"47,073"
id,sphere,120.0,2 minutes,43.6136111,-116.2025,12,13,20:00,2013,boise,ada county,5.2,"66,827"
co,fireball,60.0,1 minute,40.1672222,-105.1013889,12,13,20:00,2013,longmont,boulder county,5.5,"83,591"
oh,fireball,180.0,2-3 minutes,39.9611111,-82.99888890000003,12,13,21:00,2013,columbus,franklin county,6.4,"60,383"
or,light,300.0,5 minutes,44.0463889,-123.02083329999999,12,13,22:15,2013,springfield,lane county,8.0,"53,161"
wi,unknown,3.0,3 seconds,43.0730556,-89.4011111,12,13,23:00,2013,madison,dane county,4.7,"71,789"
fl,circle,30.0,30 seconds,26.7052778,-80.0366667,12,13,23:00,2013,west palm beach,palm beach county,7.1,"61,735"
ca,fireball,3.0,3 seconds,34.0633333,-117.65,12,14,05:00,2013,ontario,san bernardino county,9.8,"63,310"
fl,cigar,20.0,20 seconds,28.7497222,-82.2969444,12,14,13:30,2013,floral city,citrus county,9.7,"41,556"
az,circle,40.0,30-40 seconds,33.0580556,-112.04694440000002,12,14,16:00,2013,maricopa,pinal county,8.1,"58,848"
co,rectangle,15.0,10-15 seconds,40.62555560000001,-103.2072222,12,14,18:00,2013,sterling,logan county,5.1,"53,168"
or,light,240.0,4 minutes,44.7458333,-118.2011111,12,14,18:00,2013,sumpter,baker county,9.6,"45,972"
ak,flash,2.0,seconds,61.2180556,-149.90027780000003,12,14,18:50,2013,anchorage,anchorage borough/municipality,5.2,"82,113"
ok,sphere,60.0,1 minute,35.01361110000001,-97.3608333,12,14,20:00,2013,purcell,mcclain county,4.4,"65,831"
az,fireball,5.0,5 seconds,33.4483333,-112.07333329999999,12,14,20:02,2013,phoenix,maricopa county,6.6,"65,234"
fl,circle,60.0,1 minute,30.3319444,-81.6558333,12,14,21:00,2013,jacksonville,duval county,7.5,"55,733"
fl,light,1200.0,10-20 minutes,26.6583333,-80.2416667,12,14,21:35,2013,wellington,palm beach county,7.1,"61,735"
fl,light,300.0,5 minutes,25.7738889,-80.1938889,12,14,21:45,2013,miami,miami-dade county,7.4,"52,043"
mn,other,15.0,15 seconds,45.7344444,-93.7102778,12,15,01:07,2013,foreston,mille lacs county,7.5,"53,289"
tx,light,600.0,10 minutes,30.2669444,-97.7427778,12,15,16:10,2013,austin,travis county,5.0,"76,255"
ca,cylinder,60.0,1 minute,34.4480556,-119.24194440000001,12,15,16:30,2013,ojai,ventura county,7.9,"84,170"
ma,other,15.0,15 seconds,42.2625,-71.80277779999999,12,15,17:00,2013,worcester,worcester county,7.2,"71,767"
fl,fireball,300.0,5 minutes,27.0994444,-82.4544444,12,15,18:15,2013,venice,sarasota county,7.0,"61,652"
ca,unknown,300.0,5 minutes,38.5816667,-121.49333329999999,12,15,18:30,2013,sacramento,sacramento county,8.9,"69,475"
ca,sphere,180.0,3 minutes,33.1191667,-117.08555559999999,12,15,19:17,2013,escondido,san diego county,7.8,"78,777"
vt,oval,180.0,3 minutes,44.41111110000001,-72.13972220000002,12,15,22:30,2013,danville,caledonia county,5.3,"50,368"
ca,changing,300.0,5 minutes,38.5816667,-121.49333329999999,12,15,22:30,2013,sacramento,sacramento county,8.9,"69,475"
oh,formation,1800.0,30 minutes,41.3116667,-81.56833329999998,12,16,01:00,2013,sagamore hills,summit county,7.6,"58,890"
nc,unknown,60.0,1 minute,35.0525,-78.87861109999999,12,16,05:40,2013,fayetteville,cumberland county,9.7,"46,779"
fl,light,20.0,15-20 seconds,28.5688889,-81.5441667,12,16,08:45,2013,ocoee,orange county,6.8,"58,037"
tn,unknown,360.0,6 minutes,35.14944439999999,-90.04888890000002,12,16,14:30,2013,memphis,shelby county,8.8,"47,924"
la,disk,120.0,<2 minutes,31.1277778,-92.06611109999999,12,16,19:00,2013,marksville,avoyelles parish,7.5,"37,731"
